,movieId,title,genres,year
2268,m2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller,1999
2269,m2836,Outside Providence (1999),Comedy,1999
2270,m2837,Bedrooms & Hallways (1998),Comedy|Romance,1998
2271,m2839,West Beirut (West Beyrouth) (1998),Drama,1998
2272,m2840,Stigmata (1999),Drama|Thriller,1999
2273,m2841,Stir of Echoes (1999),Horror|Mystery|Thriller,1999
2274,m2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,1998
2275,m2844,"Minus Man, The (1999)",Drama|Mystery,1999
2276,m2845,Whiteboyz (1999),Comedy|Drama,1999
2277,m2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,1986
2278,m2847,Only Angels Have Wings (1939),Adventure|Drama|Romance,1939
2279,m2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,1952
2280,m2849,Queens Logic (1991),Comedy|Drama,1991
2281,m2850,Public Access (1993),Drama|Thriller,1993
2282,m2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller,1980
2283,m2852,"Soldier's Story, A (1984)",Drama,1984
2284,m2853,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)",Horror|Mystery,1976
2285,m2855,Nightmares (1983),Horror,1983
2286,m2856,I Saw What You Did (1965),Thriller,1965
2287,m2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,1968
2288,m2858,American Beauty (1999),Drama|Romance,1999
2289,m2859,Stop Making Sense (1984),Documentary|Musical,1984
2290,m2860,Blue Streak (1999),Comedy,1999
2291,m2861,For Love of the Game (1999),Comedy|Drama,1999
2292,m2862,Caligula (1979),Drama,1979
2293,m2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,1964
2294,m2864,Splendor (1999),Comedy,1999
2295,m2866,"Buddy Holly Story, The (1978)",Drama,1978
2296,m2867,Fright Night (1985),Comedy|Horror|Thriller,1985
2297,m2868,Fright Night Part II (1988),Horror,1988
2298,m2869,"Separation, The (Séparation, La) (1994)",Drama,1994
2299,m2870,Barefoot in the Park (1967),Comedy,1967
2300,m2871,Deliverance (1972),Adventure|Drama|Thriller,1972
2301,m2872,Excalibur (1981),Adventure|Fantasy,1981
2302,m2874,"Pajama Game, The (1957)",Comedy|Musical|Romance,1957
2303,m2875,Sommersby (1993),Drama|Mystery|Romance,1993
2304,m2876,Thumbelina (1994),Animation|Children|Fantasy,1994
2305,m2877,Tommy (1975),Musical,1975
2306,m2878,Hell Night (1981),Horror,1981
2307,m2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,1991
2308,m2880,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,1987
2309,m2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller,1999
2310,m2882,Jakob the Liar (1999),Drama,1999
2311,m2883,Mumford (1999),Comedy|Drama,1999
2312,m2884,Dog Park (1998),Comedy|Romance,1998
2313,m2885,Guinevere (1999),Drama|Romance,1999
2314,m2886,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,1999
2315,m2887,Simon Sez (1999),Action|Comedy,1999
2316,m2888,Drive Me Crazy (1999),Comedy|Romance,1999
2317,m2889,"Mystery, Alaska (1999)",Comedy|Drama,1999
2318,m2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,1999
2319,m2891,"Happy, Texas (1999)",Comedy,1999
2320,m2892,New Rose Hotel (1998),Action|Drama,1998
2321,m2893,Plunkett & MaCleane (1999),Action|Adventure|Drama,1999
2322,m2894,Romance (1999),Drama|Romance,1999
2323,m2897,And the Ship Sails On (E la nave va) (1983),Comedy|War,1983
2324,m2898,"Dark Half, The (1993)",Horror|Mystery,1993
2325,m2899,Gulliver's Travels (1939),Adventure|Animation|Children,1939
2326,m2900,Monkey Shines (1988),Horror|Sci-Fi,1988
2327,m2901,Phantasm (1979),Horror|Sci-Fi,1979
2328,m2902,Psycho II (1983),Horror|Mystery|Thriller,1983
2329,m2903,Psycho III (1986),Horror|Thriller,1986
2330,m2904,Rain (1932),Drama,1932
2331,m2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,1962
2332,m2906,Random Hearts (1999),Drama|Romance,1999
2333,m2907,Superstar (1999),Comedy,1999
2334,m2908,Boys Don't Cry (1999),Drama,1999
2335,m2912,"Limey, The (1999)",Crime|Drama|Thriller,1999
2336,m2913,The Mating Habits of the Earthbound Human (1999),Comedy|Sci-Fi,1999
2337,m2915,Risky Business (1983),Comedy,1983
2338,m2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,1990
2339,m2917,Body Heat (1981),Crime|Thriller,1981
2340,m2918,Ferris Bueller's Day Off (1986),Comedy,1986
2341,m2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War,1982
2342,m2920,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance,1945
2343,m2921,High Plains Drifter (1973),Western,1973
2344,m2922,Hang 'Em High (1968),Crime|Drama|Western,1968
2345,m2923,Handle with Care (a.k.a. Citizen's Band) (1977),Comedy,1977
2346,m2924,Drunken Master (Jui kuen) (1978),Action|Comedy,1978
2347,m2925,"Conformist, The (Conformista, Il) (1970)",Drama,1970
2348,m2926,Hairspray (1988),Comedy|Drama,1988
2349,m2927,Brief Encounter (1946),Drama|Romance,1946
2350,m2928,"Razor's Edge, The (1984)",Drama,1984
2351,m2929,Reds (1981),Drama|Romance,1981
2352,m2930,Return with Honor (1998),Documentary,1998
2353,m2932,Days of Heaven (1978),Drama,1978
2354,m2935,"Lady Eve, The (1941)",Comedy|Romance,1941
2355,m2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,1941
2356,m2937,"Palm Beach Story, The (1942)",Comedy,1942
2357,m2938,Man Facing Southeast (1986),Drama|Sci-Fi,1986
2358,m2939,Niagara (1953),Drama|Thriller,1953
2359,m2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance,1946
2360,m2941,South Pacific (1958),Musical|Romance|War,1958
2361,m2942,Flashdance (1983),Drama|Romance,1983
2362,m2943,Indochine (1992),Drama|Romance,1992
2363,m2944,"Dirty Dozen, The (1967)",Action|Drama|War,1967
2364,m2945,Mike's Murder (1984),Mystery,1984
2365,m2946,Help! (1965),Comedy|Musical,1965
2366,m2947,Goldfinger (1964),Action|Adventure|Thriller,1964
2367,m2948,From Russia with Love (1963),Action|Adventure|Thriller,1963
2368,m2949,Dr. No (1962),Action|Adventure|Thriller,1962
2369,m2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,1980
2370,m2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,1964
2371,m2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,1996
2372,m2953,Home Alone 2: Lost in New York (1992),Children|Comedy,1992
2373,m2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,1987
2374,m2959,Fight Club (1999),Action|Crime|Drama|Thriller,1999
2375,m2961,"Story of Us, The (1999)",Comedy|Drama,1999
2376,m2962,Fever Pitch (1997),Comedy|Romance,1997
2377,m2964,Julien Donkey-Boy (1999),Drama,1999
2378,m2966,"Straight Story, The (1999)",Adventure|Drama,1999
2379,m2967,"Bad Seed, The (1956)",Drama|Thriller,1956
2380,m2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,1981
2381,m2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,1966
2382,m2970,Fitzcarraldo (1982),Adventure|Drama,1982
2383,m2971,All That Jazz (1979),Drama|Fantasy|Musical,1979
2384,m2972,Red Sorghum (Hong gao liang) (1987),Drama|War,1987
2385,m2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,1989
2386,m2974,Bats (1999),Horror|Thriller,1999
2387,m2975,"Best Man, The (1999)",Comedy|Drama,1999
2388,m2976,Bringing Out the Dead (1999),Drama,1999
2389,m2977,Crazy in Alabama (1999),Comedy|Drama,1999
2390,m2978,Three to Tango (1999),Comedy|Romance,1999
2391,m2979,Body Shots (1999),Drama,1999
2392,m2981,"Brother, Can You Spare a Dime? (1975)",Documentary,1975
2393,m2982,"Guardian, The (1990)",Horror|Thriller,1990
2394,m2983,"Ipcress File, The (1965)",Thriller,1965
2395,m2984,On Any Sunday (1971),Documentary,1971
2396,m2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,1987
2397,m2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,1990
2398,m2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,1988
2399,m2988,Melvin and Howard (1980),Drama,1980
2400,m2989,For Your Eyes Only (1981),Action|Adventure|Thriller,1981
2401,m2990,Licence to Kill (1989),Action|Adventure|Thriller,1989
2402,m2991,Live and Let Die (1973),Action|Adventure|Thriller,1973
2403,m2992,Rawhead Rex (1986),Horror|Thriller,1986
2404,m2993,Thunderball (1965),Action|Adventure|Thriller,1965
2405,m2995,House on Haunted Hill (1999),Horror|Thriller,1999
2406,m2996,Music of the Heart (1999),Drama,1999
2407,m2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,1999
2408,m2998,Dreaming of Joseph Lees (1999),Drama|Romance,1999
2409,m3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,1997
2410,m3001,"Suburbans, The (1999)",Drama,1999
2411,m3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,1999
2412,m3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,1998
2413,m3004,"Bachelor, The (1999)",Comedy|Romance,1999
2414,m3005,"Bone Collector, The (1999)",Thriller,1999
2415,m3006,"Insider, The (1999)",Drama|Thriller,1999
2416,m3007,American Movie (1999),Documentary,1999
2417,m3008,Last Night (1998),Drama|Sci-Fi,1998
2418,m3010,Rosetta (1999),Drama,1999
2419,m3011,"They Shoot Horses, Don't They? (1969)",Drama,1969
2420,m3013,Bride of Re-Animator (1990),Comedy|Horror,1990
2421,m3015,Coma (1978),Thriller,1978
2422,m3016,Creepshow (1982),Horror,1982
2423,m3017,Creepshow 2 (1987),Horror,1987
2424,m3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,1985
2425,m3019,Drugstore Cowboy (1989),Crime|Drama,1989
2426,m3020,Falling Down (1993),Action|Drama,1993
2427,m3021,"Funhouse, The (1981)",Horror,1981
2428,m3022,"General, The (1926)",Comedy|War,1926
2429,m3024,Piranha (1978),Horror|Sci-Fi,1978
2430,m3025,Rough Night in Jericho (1967),Western,1967
2431,m3028,"Taming of the Shrew, The (1967)",Comedy,1967
2432,m3029,Nighthawks (1981),Action|Drama,1981
2433,m3030,Yojimbo (1961),Action|Adventure,1961
2434,m3031,Repossessed (1990),Comedy,1990
2435,m3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,1971
2436,m3033,Spaceballs (1987),Comedy|Sci-Fi,1987
2437,m3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,1973
2438,m3035,Mister Roberts (1955),Comedy|Drama|War,1955
2439,m3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,1981
2440,m3037,Little Big Man (1970),Western,1970
2441,m3038,"Face in the Crowd, A (1957)",Drama,1957
2442,m3039,Trading Places (1983),Comedy,1983
2443,m3040,Meatballs (1979),Comedy,1979
2444,m3041,Meatballs Part II (1984),Comedy,1984
2445,m3042,Meatballs III (1987),Comedy,1987
2446,m3043,Meatballs 4 (1992),Comedy,1992
2447,m3044,Dead Again (1991),Mystery|Romance|Thriller,1991
2448,m3045,Peter's Friends (1992),Comedy|Drama,1992
2449,m3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,1995
2450,m3047,Experience Preferred... But Not Essential (1982),Drama,1982
2451,m3048,Under the Rainbow (1981),Comedy,1981
2452,m3051,Anywhere But Here (1999),Comedy|Drama,1999
2453,m3052,Dogma (1999),Adventure|Comedy|Fantasy,1999
2454,m3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,1999
2455,m3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,1998
2456,m3055,Felicia's Journey (1999),Thriller,1999
2457,m3057,Where's Marlowe? (1998),Comedy,1998
2458,m3060,"Commitments, The (1991)",Comedy|Drama|Musical,1991
2459,m3061,Holiday Inn (1942),Comedy|Musical,1942
2460,m3062,"Longest Day, The (1962)",Action|Drama|War,1962
2461,m3063,Poison Ivy (1992),Drama|Thriller,1992
2462,m3064,Poison Ivy: New Seduction (1997),Drama|Thriller,1997
2463,m3066,Tora! Tora! Tora! (1970),Action|Drama|War,1970
2464,m3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,1988
2465,m3068,"Verdict, The (1982)",Drama|Mystery,1982
2466,m3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama,1972
2467,m3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,1984
2468,m3071,Stand and Deliver (1988),Comedy|Drama,1988
2469,m3072,Moonstruck (1987),Comedy|Romance,1987
2470,m3074,Jeremiah Johnson (1972),Western,1972
2471,m3075,Repulsion (1965),Drama|Horror,1965
2472,m3076,Irma la Douce (1963),Comedy,1963
2473,m3077,42 Up (1998),Documentary,1998
2474,m3078,Liberty Heights (1999),Drama,1999
2475,m3079,Mansfield Park (1999),Comedy|Drama|Romance,1999
2476,m3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,1999
2477,m3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,1999
2478,m3083,All About My Mother (Todo sobre mi madre) (1999),Drama,1999
2479,m3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,1934
2480,m3087,Scrooged (1988),Comedy|Fantasy|Romance,1988
2481,m3088,Harvey (1950),Comedy|Fantasy,1950
2482,m3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,1948
2483,m3090,Matewan (1987),Drama,1987
2484,m3091,Kagemusha (1980),Drama|War,1980
2485,m3093,McCabe & Mrs. Miller (1971),Drama|Western,1971
2486,m3094,Maurice (1987),Drama|Romance,1987
2487,m3095,"Grapes of Wrath, The (1940)",Drama,1940
2488,m3096,My Man Godfrey (1957),Comedy,1957
2489,m3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,1940
2490,m3098,"Natural, The (1984)",Drama,1984
2491,m3099,Shampoo (1975),Comedy|Drama|Romance,1975
2492,m3100,"River Runs Through It, A (1992)",Drama,1992
2493,m3101,Fatal Attraction (1987),Drama|Thriller,1987
2494,m3102,Jagged Edge (1985),Crime|Romance|Thriller,1985
2495,m3103,Stanley & Iris (1990),Drama|Romance,1990
2496,m3104,Midnight Run (1988),Action|Comedy|Crime|Thriller,1988
2497,m3105,Awakenings (1990),Drama|Mystery,1990
2498,m3106,Come See the Paradise (1990),Drama|Romance,1990
2499,m3107,Backdraft (1991),Action|Drama,1991
2500,m3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,1991
2501,m3109,"River, The (1984)",Drama,1984
2502,m3110,Country (1984),Drama,1984
2503,m3111,Places in the Heart (1984),Drama,1984
2504,m3112,'night Mother (1986),Drama,1986
2505,m3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,1999
2506,m3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,1999
2507,m3115,Flawless (1999),Drama,1999
2508,m3116,Miss Julie (1999),Drama,1999
2509,m3117,Ride with the Devil (1999),Drama|Romance|War,1999
2510,m3118,Tumbleweeds (1999),Drama,1999
2511,m3120,"Distinguished Gentleman, The (1992)",Comedy,1992
2512,m3121,"Hitch-Hiker, The (1953)",Drama|Film-Noir,1953
2513,m3122,Santa Fe Trail (1940),Drama|Romance|Western,1940
2514,m3125,"End of the Affair, The (1999)",Drama,1999
2515,m3127,Holy Smoke (1999),Comedy|Drama,1999
2516,m3128,"Map of the World, A (1999)",Drama,1999
2517,m3129,Sweet and Lowdown (1999),Comedy|Drama,1999
2518,m3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama,1990
2519,m3133,Go West (1925),Comedy|Western,1925
2520,m3134,Grand Illusion (La grande illusion) (1937),Drama|War,1937
2521,m3135,"Great Santini, The (1979)",Drama,1979
2522,m3136,"James Dean Story, The (1957)",Documentary,1957
2523,m3138,Stealing Home (1988),Drama,1988
2524,m3140,Three Ages (1923),Comedy,1923
2525,m3141,"Two Jakes, The (1990)",Drama,1990
2526,m3142,U2: Rattle and Hum (1988),Documentary|Musical,1988
2527,m3143,Hell in the Pacific (1968),Drama|War,1968
2528,m3144,"Glass Bottom Boat, The (1966)",Comedy|Romance,1966
2529,m3145,Cradle Will Rock (1999),Drama,1999
2530,m3146,Deuce Bigalow: Male Gigolo (1999),Comedy,1999
2531,m3147,"Green Mile, The (1999)",Crime|Drama,1999
2532,m3148,"Cider House Rules, The (1999)",Drama,1999
2533,m3150,"War Zone, The (1999)",Drama|Thriller,1999
2534,m3152,"Last Picture Show, The (1971)",Drama,1971
2535,m3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,1958
2536,m3155,Anna and the King (1999),Drama|Romance,1999
2537,m3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi,1999
2538,m3157,Stuart Little (1999),Children|Comedy|Fantasy,1999
2539,m3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,1999
2540,m3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,1999
2541,m3160,Magnolia (1999),Drama,1999
2542,m3161,Onegin (1999),Drama|Romance,1999
2543,m3163,Topsy-Turvy (1999),Comedy|Drama|Musical,1999
2544,m3165,Boiling Point (1993),Action|Drama,1993
2545,m3166,Brenda Starr (1989),Adventure,1989
2546,m3167,Carnal Knowledge (1971),Comedy|Drama,1971
2547,m3168,Easy Rider (1969),Adventure|Drama,1969
2548,m3169,The Falcon and the Snowman (1985),Crime|Drama|Thriller,1985
2549,m3171,Room at the Top (1959),Drama,1959
2550,m3173,Any Given Sunday (1999),Drama,1999
2551,m3174,Man on the Moon (1999),Comedy|Drama,1999
2552,m3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,1999
2553,m3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,1999
2554,m3177,Next Friday (2000),Comedy,2000
2555,m3178,"Hurricane, The (1999)",Drama,1999
2556,m3179,Angela's Ashes (1999),Drama,1999
2557,m3180,Play it to the Bone (1999),Comedy|Drama,1999
2558,m3181,Titus (1999),Drama,1999
2559,m3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,1999
2560,m3183,"Third Miracle, The (1999)",Drama,1999
2561,m3185,Snow Falling on Cedars (1999),Drama,1999
2562,m3186,"Girl, Interrupted (1999)",Drama,1999
2563,m3188,"Life and Times of Hank Greenberg, The (1998)",Documentary,1998
2564,m3189,My Dog Skip (1999),Children|Drama,1999
2565,m3190,Supernova (2000),Adventure|Sci-Fi|Thriller,2000
2566,m3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,1998
2567,m3194,"Way We Were, The (1973)",Drama|Romance,1973
2568,m3196,Stalag 17 (1953),Drama|War,1953
2569,m3197,"Presidio, The (1988)",Action|Crime|Romance|Thriller,1988
2570,m3198,Papillon (1973),Crime|Drama,1973
2571,m3199,Pal Joey (1957),Comedy|Drama|Musical|Romance,1957
2572,m3200,"Last Detail, The (1973)",Comedy|Drama,1973
2573,m3201,Five Easy Pieces (1970),Drama,1970
2574,m3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama|Horror,1971
2575,m3203,Dead Calm (1989),Thriller,1989
2576,m3204,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,1978
2577,m3205,Black Sunday (La maschera del demonio) (1960),Horror,1960
2578,m3206,Against All Odds (1984),Romance,1984
2579,m3207,"Snows of Kilimanjaro, The (1952)",Adventure,1952
2580,m3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,1993
2581,m3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,1982
2582,m3211,"Cry in the Dark, A (1988)",Drama,1988
2583,m3213,Batman: Mask of the Phantasm (1993),Animation|Children,1993
2584,m3214,American Flyers (1985),Drama,1985
2585,m3216,"Vampyros Lesbos (Vampiras, Las) (1971)",Fantasy|Horror|Thriller,1971
2586,m3217,"Star Is Born, A (1937)",Drama,1937
2587,m3218,Poison (1991),Drama,1991
2588,m3219,Pacific Heights (1990),Mystery|Thriller,1990
2589,m3221,"Draughtsman's Contract, The (1982)",Drama,1982
2590,m3223,"Zed & Two Noughts, A (1985)",Drama,1985
2591,m3224,Woman in the Dunes (Suna no onna) (1964),Drama,1964
2592,m3225,Down to You (2000),Comedy|Romance,2000
2593,m3232,Seven Chances (1925),Comedy,1925
2594,m3235,Where the Buffalo Roam (1980),Comedy,1980
2595,m3238,Eye of the Beholder (1999),Thriller,1999
2596,m3239,Isn't She Great? (2000),Comedy,2000
2597,m3240,"Big Tease, The (1999)",Comedy,1999
2598,m3241,"Cup, The (Phörpa) (1999)",Comedy,1999
2599,m3243,Encino Man (1992),Comedy,1992
2600,m3244,"Goodbye Girl, The (1977)",Comedy|Romance,1977
2601,m3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,1964
2602,m3246,Malcolm X (1992),Drama,1992
2603,m3247,Sister Act (1992),Comedy|Crime,1992
2604,m3248,Sister Act 2: Back in the Habit (1993),Comedy,1993
2605,m3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,1992
2606,m3250,Alive (1993),Drama,1993
2607,m3251,Agnes of God (1985),Drama|Mystery,1985
2608,m3252,Scent of a Woman (1992),Drama,1992
2609,m3253,Wayne's World (1992),Comedy,1992
2610,m3254,Wayne's World 2 (1993),Comedy,1993
2611,m3255,"League of Their Own, A (1992)",Comedy|Drama,1992
2612,m3256,Patriot Games (1992),Action|Crime|Drama|Thriller,1992
2613,m3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,1992
2614,m3258,Death Becomes Her (1992),Comedy|Fantasy,1992
2615,m3259,Far and Away (1992),Adventure|Drama|Romance,1992
2616,m3260,Howards End (1992),Drama,1992
2617,m3261,Singles (1992),Comedy|Drama|Romance,1992
2618,m3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,1992
2619,m3263,White Men Can't Jump (1992),Comedy|Drama,1992
2620,m3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,1992
2621,m3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,1992
2622,m3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,1992
2623,m3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western,1992
2624,m3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,1992
2625,m3269,Forever Young (1992),Drama|Romance|Sci-Fi,1992
2626,m3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance,1992
2627,m3271,Of Mice and Men (1992),Drama,1992
2628,m3272,Bad Lieutenant (1992),Crime|Drama,1992
2629,m3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,2000
2630,m3274,Single White Female (1992),Drama|Thriller,1992
2631,m3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,2000
2632,m3276,Gun Shy (2000),Comedy,2000
2633,m3281,"Brandon Teena Story, The (1998)",Documentary,1998
2634,m3282,Different for Girls (1996),Comedy,1996
2635,m3284,They Might Be Giants (1971),Comedy|Mystery|Romance,1971
2636,m3285,"Beach, The (2000)",Adventure|Drama,2000
2637,m3286,Snow Day (2000),Comedy,2000
2638,m3287,"Tigger Movie, The (2000)",Animation|Children,2000
2639,m3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,1999
2640,m3292,"Big Combo, The (1955)",Film-Noir,1955
2641,m3294,Eaten Alive (1977),Horror,1977
2642,m3296,To Sir with Love (1967),Drama,1967
2643,m3298,Boiler Room (2000),Crime|Drama|Thriller,2000
2644,m3299,Hanging Up (2000),Comedy|Drama,2000
2645,m3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,2000
2646,m3301,"Whole Nine Yards, The (2000)",Comedy|Crime,2000
2647,m3302,Beautiful People (1999),Comedy,1999
2648,m3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,2000
2649,m3304,Blue Collar (1978),Crime|Drama,1978
2650,m3306,"Circus, The (1928)",Comedy,1928
2651,m3307,City Lights (1931),Comedy|Drama|Romance,1931
2652,m3308,"Flamingo Kid, The (1984)",Comedy|Drama,1984
2653,m3309,"Dog's Life, A (1918)",Comedy,1918
2654,m3310,"Kid, The (1921)",Comedy|Drama,1921
2655,m3313,Class Reunion (1982),Comedy,1982
2656,m3314,"Big Trees, The (1952)",Action|Drama,1952
2657,m3316,Reindeer Games (2000),Action|Thriller,2000
2658,m3317,Wonder Boys (2000),Comedy|Drama,2000
2659,m3318,Deterrence (1999),Drama|Thriller,1999
2660,m3320,Mifune's Last Song (Mifunes sidste sang) (1999),Comedy|Drama|Romance,1999
2661,m3324,Drowning Mona (2000),Comedy,2000
2662,m3325,"Next Best Thing, The (2000)",Comedy|Drama,2000
2663,m3326,What Planet Are You From? (2000),Comedy|Sci-Fi,2000
2664,m3327,Beyond the Mat (1999),Documentary,1999
2665,m3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,1999
2666,m3329,The Year My Voice Broke (1987),Drama|Romance,1987
2667,m3330,Splendor in the Grass (1961),Drama|Romance,1961
2668,m3331,My Tutor (1983),Drama,1983
2669,m3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,1948
2670,m3338,For All Mankind (1989),Documentary,1989
2671,m3339,Cross of Iron (1977),War,1977
2672,m3340,Bride of the Monster (1955),Horror|Sci-Fi,1955
2673,m3341,Born Yesterday (1950),Comedy,1950
2674,m3342,Birdy (1984),Drama|War,1984
2675,m3343,And God Created Woman (1988),Comedy|Drama|Romance,1988
2676,m3344,Blood Feast (1963),Horror,1963
2677,m3347,Never Cry Wolf (1983),Adventure|Drama,1983
2678,m3349,"Perils of Pauline, The (1947)",Comedy,1947
2679,m3350,"Raisin in the Sun, A (1961)",Drama,1961
2680,m3351,Two Thousand Maniacs! (1964),Horror,1964
2681,m3354,Mission to Mars (2000),Sci-Fi,2000
2682,m3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,1999
2683,m3357,East-West (Est-ouest) (1999),Drama|Romance,1999
2684,m3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,1991
2685,m3359,Breaking Away (1979),Comedy|Drama,1979
2686,m3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,1986
2687,m3361,Bull Durham (1988),Comedy|Drama|Romance,1988
2688,m3362,Dog Day Afternoon (1975),Crime|Drama,1975
2689,m3363,American Graffiti (1973),Comedy|Drama,1973
2690,m3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,1950
2691,m3365,"Searchers, The (1956)",Drama|Western,1956
2692,m3368,"Big Country, The (1958)",Romance|Western,1958
2693,m3370,Betrayed (1988),Drama|Thriller,1988
2694,m3371,Bound for Glory (1976),Drama,1976
2695,m3377,Hangmen Also Die! (1943),Drama|War,1943
2696,m3379,On the Beach (1959),Drama,1959
2697,m3380,Railroaded! (1947),Film-Noir,1947
2698,m3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime,1974
2699,m3385,Volunteers (1985),Comedy,1985
2700,m3386,JFK (1991),Drama|Mystery|Thriller,1991
